Instrument;Performance;Parameters;Total net profit;Gross profit;Gross loss;Profit factor;Max. drawdown;Total # of trades;Percent profitable;
FDAX 12-21;1,00216315260405;38/3 (N,X);4250;1968975;-1964725;1,00216315260405;-67175;29449;0,247818262080206;
;1,00216315260405;38/4 (N,X);4250;1968975;-1964725;1,00216315260405;-67175;29449;0,247818262080206;
;1,00216315260405;38/5 (N,X);4250;1968975;-1964725;1,00216315260405;-67175;29449;0,247818262080206;
;1,00216315260405;38/2 (N,X);4250;1968975;-1964725;1,00216315260405;-67175;29449;0,247818262080206;
;1,00216315260405;38/7 (N,X);4250;1968975;-1964725;1,00216315260405;-67175;29449;0,247818262080206;
;1,00216315260405;38/8 (N,X);4250;1968975;-1964725;1,00216315260405;-67175;29449;0,247818262080206;
;1,00216315260405;38/6 (N,X);4250;1968975;-1964725;1,00216315260405;-67175;29449;0,247818262080206;
